order_id,customer_id,product_id,order_date,quantity,unit_price,unit_cost,revenue,cogs,margin
55,8722,2469,2023-04-01,2,229.1,21.98,458.2,43.96,414.24
56,3675,4042,2023-08-17,3,139.76,149.37,419.28,448.11,-28.83000000000004
57,8495,2002,2024-08-03,2,287.52,101.32,575.04,202.64,372.4
58,4252,3484,2024-07-23,5,77.09,57.06,385.45000000000005,285.3,100.15000000000003
59,14,4155,2023-12-27,2,33.77,56.32,67.54,112.64,-45.099999999999994
60,7188,2478,2023-08-26,3,261.44,107.44,784.3199999999999,322.32,461.99999999999994
61,2804,2495,2024-03-11,3,266.14,71.78,798.42,215.34,583.0799999999999
62,889,1443,2023-05-13,3,152.47,57.4,457.40999999999997,172.2,285.21
63,9389,4963,2023-05-31,1,274.65,31.57,274.65,31.57,243.07999999999998
64,4541,1907,2024-03-01,3,282.05,58.16,846.1500000000001,174.48,671.6700000000001
65,8091,3285,2023-08-18,5,186.03,119.79,930.15,598.95,331.19999999999993
66,2170,3642,2024-04-02,2,260.42,50.69,520.84,101.38,419.46000000000004
67,3652,2701,2024-09-19,5,94.35,75.61,471.75,378.05,93.69999999999999
68,8018,3974,2024-02-14,2,118.88,40.04,237.76,80.08,157.68
69,8241,2861,2024-03-30,3,20.4,41.89,61.199999999999996,125.67,-64.47
70,181,133,2024-12-22,2,230.04,44.36,460.08,88.72,371.36
71,3879,2073,2023-12-05,1,166.0,54.29,166.0,54.29,111.71000000000001
72,9610,4808,2023-12-11,4,76.43,76.35,305.72,305.4,0.32000000000005
73,3465,3917,2023-02-13,1,95.29,59.34,95.29,59.34,35.95
74,530,48,2024-01-12,5,153.07,98.2,765.3499999999999,491.0,274.3499999999999
75,5772,2108,2023-07-14,3,23.07,133.89,69.21000000000001,401.66999999999996,-332.4599999999999
76,4680,791,2023-03-05,4,270.47,113.54,1081.88,454.16,627.72
77,7941,1878,2024-05-17,1,48.85,57.93,48.85,57.93,-9.079999999999998
78,1287,3862,2024-12-10,3,215.3,41.48,645.9000000000001,124.44,521.46
79,2191,2112,2023-03-26,4,257.38,122.44,1029.52,489.76,539.76
80,8899,629,2024-01-18,5,217.14,148.37,1085.6999999999998,741.85,343.8499999999998
81,8486,3610,2023-01-18,1,140.35,51.16,140.35,51.16,89.19
82,1562,4708,2024-02-21,3,259.75,14.91,779.25,44.730000000000004,734.52
83,5629,1743,2023-09-09,4,61.84,127.66,247.36,510.64,-263.28
84,2612,4070,2023-06-23,4,181.13,83.02,724.52,332.08,392.44
85,6561,3490,2024-08-14,4,198.23,142.01,792.92,568.04,224.88
86,661,4668,2024-07-22,1,173.43,83.36,173.43,83.36,90.07000000000001
87,3179,1689,2024-04-13,5,252.44,58.02,1262.2,290.1,972.1
88,3390,2614,2024-09-04,5,116.56,39.3,582.8,196.5,386.29999999999995
89,3064,2459,2023-07-13,2,224.07,139.0,448.14,278.0,170.14
90,6402,21,2023-02-20,2,53.03,124.92,106.06,249.84,-143.78
91,8128,4643,2023-06-22,5,144.69,137.1,723.45,685.5,37.950000000000045
92,2841,3764,2024-11-09,3,133.99,125.74,401.97,377.21999999999997,24.750000000000057
93,6310,4550,2023-03-21,4,130.23,89.19,520.92,356.76,164.15999999999997
94,7193,1178,2023-09-02,3,230.5,75.91,691.5,227.73,463.77
95,6055,3727,2023-10-11,3,287.75,84.12,863.25,252.36,610.89
96,6147,2721,2024-02-16,3,229.32,109.76,687.96,329.28000000000003,358.68
97,6562,2969,2023-06-08,4,23.82,12.75,95.28,51.0,44.28
98,8561,3793,2024-10-21,3,238.21,142.13,714.63,426.39,288.24
99,539,2732,2023-08-18,1,260.08,69.7,260.08,69.7,190.38
100,2928,4884,2024-06-06,3,247.66,118.05,742.98,354.15,388.83000000000004
101,2394,4842,2024-05-04,5,209.84,61.56,1049.2,307.8,741.4000000000001
102,8923,312,2024-09-03,1,121.41,136.83,121.41,136.83,-15.420000000000016
103,897,1346,2023-09-24,2,190.23,97.68,380.46,195.36,185.09999999999997
104,6868,2679,2024-11-09,3,63.53,40.82,190.59,122.46000000000001,68.13
105,6346,520,2024-05-10,5,162.49,83.4,812.45,417.0,395.45000000000005
106,2369,4160,2023-05-14,1,61.99,104.18,61.99,104.18,-42.190000000000005
107,4560,1693,2023-07-11,4,226.87,66.51,907.48,266.04,641.44
108,7748,3504,2024-03-22,3,231.64,136.31,694.92,408.93,285.98999999999995
109,2381,2697,2024-07-28,2,86.45,42.42,172.9,84.84,88.06
110,15,2632,2023-10-14,5,213.2,11.61,1066.0,58.05,1007.95
111,9546,15,2024-01-08,1,101.56,57.91,101.56,57.91,43.650000000000006
112,3136,3554,2023-06-15,4,32.57,149.78,130.28,599.12,-468.84000000000003
113,2278,1343,2023-08-15,1,51.93,78.1,51.93,78.1,-26.169999999999995
114,8203,2139,2024-10-10,4,146.59,125.05,586.36,500.2,86.16000000000003
115,1657,2982,2023-10-25,5,244.84,67.6,1224.2,338.0,886.2
116,9440,3341,2024-05-11,1,141.39,82.91,141.39,82.91,58.47999999999999
117,1661,1504,2023-07-14,1,269.54,146.96,269.54,146.96,122.58000000000001
118,1764,3171,2024-06-18,1,281.38,73.08,281.38,73.08,208.3
119,8734,2036,2024-10-06,5,26.58,57.03,132.89999999999998,285.15,-152.25
120,1530,1326,2023-09-15,1,244.58,19.22,244.58,19.22,225.36
121,7866,2852,2024-07-25,1,176.09,47.1,176.09,47.1,128.99
122,5839,3607,2024-04-15,1,236.55,78.37,236.55,78.37,158.18
123,6911,4012,2023-11-19,3,59.37,104.61,178.10999999999999,313.83,-135.72
124,9373,4229,2024-03-12,1,96.27,34.79,96.27,34.79,61.48
125,2618,516,2023-09-30,5,59.84,61.43,299.20000000000005,307.15,-7.949999999999932
126,2755,414,2023-06-18,5,276.33,142.7,1381.6499999999999,713.5,668.1499999999999
127,9121,3177,2023-02-02,1,233.43,89.99,233.43,89.99,143.44
128,8102,4321,2023-04-02,4,272.94,108.62,1091.76,434.48,657.28
129,1427,1264,2023-09-07,1,162.76,26.76,162.76,26.76,136.0
130,8068,4512,2024-09-08,3,126.92,149.71,380.76,449.13,-68.37
131,5209,4513,2023-12-09,2,203.07,46.2,406.14,92.4,313.74
132,6223,3982,2024-08-07,2,163.98,68.99,327.96,137.98,189.98
133,7809,1640,2024-08-04,3,33.74,74.41,101.22,223.23,-122.00999999999999
134,2062,3850,2024-05-10,4,235.15,80.15,940.6,320.6,620.0
135,2564,1641,2023-11-25,1,268.23,37.08,268.23,37.08,231.15000000000003
136,2804,1979,2023-07-28,1,220.96,80.54,220.96,80.54,140.42000000000002
137,6210,3572,2024-02-01,5,259.84,37.16,1299.1999999999998,185.79999999999998,1113.3999999999999
138,2294,1831,2024-01-17,1,283.38,32.01,283.38,32.01,251.37
139,1626,403,2023-01-03,3,55.9,106.87,167.7,320.61,-152.91000000000003
140,5810,2024,2024-12-13,1,48.32,82.23,48.32,82.23,-33.910000000000004
141,572,2026,2024-10-15,5,289.2,141.68,1446.0,708.4000000000001,737.5999999999999
142,7400,4203,2023-10-19,3,232.33,27.45,696.99,82.35,614.64
143,2401,1027,2024-12-24,2,231.85,130.33,463.7,260.66,203.03999999999996
144,9904,3832,2023-06-23,5,268.85,113.82,1344.25,569.0999999999999,775.1500000000001
145,8575,647,2024-08-16,5,269.19,27.66,1345.95,138.3,1207.65
146,5830,327,2023-05-09,1,231.06,47.11,231.06,47.11,183.95
147,1084,2805,2024-01-16,4,175.4,84.15,701.6,336.6,365.0
148,1950,3636,2023-12-15,2,31.24,128.19,62.48,256.38,-193.9
149,5531,4534,2024-08-22,3,174.95,43.92,524.8499999999999,131.76,393.0899999999999
150,5203,4671,2024-04-24,3,123.29,146.36,369.87,439.08000000000004,-69.21000000000004
151,5431,2880,2023-05-27,5,27.27,29.03,136.35,145.15,-8.800000000000011
152,3498,4091,2023-08-05,4,182.18,61.16,728.72,244.64,484.08000000000004
153,5497,6,2024-11-10,1,117.64,146.84,117.64,146.84,-29.200000000000003
154,4931,3786,2023-03-01,2,166.11,114.0,332.22,228.0,104.22000000000003
155,3395,640,2024-06-23,3,195.67,141.78,587.01,425.34000000000003,161.66999999999996
156,9396,308,2024-02-15,2,297.01,132.42,594.02,264.84,329.18
157,774,1444,2023-09-02,3,291.21,76.28,873.6299999999999,228.84,644.7899999999998
158,7794,933,2023-12-02,3,179.44,93.45,538.3199999999999,280.35,257.9699999999999
159,2598,1344,2023-09-24,3,117.35,113.4,352.04999999999995,340.20000000000005,11.849999999999909
160,9596,3319,2023-12-13,3,252.25,142.06,756.75,426.18,330.57
161,7982,3867,2023-10-11,5,80.8,99.83,404.0,499.15,-95.14999999999998
162,3062,1921,2023-11-22,2,205.33,43.19,410.66,86.38,324.28000000000003
163,3326,432,2024-03-04,1,276.25,61.34,276.25,61.34,214.91
164,1404,4261,2023-02-12,3,43.52,136.53,130.56,409.59000000000003,-279.03000000000003
165,3321,1372,2024-05-22,5,84.73,107.9,423.65000000000003,539.5,-115.84999999999997
166,7240,3383,2024-10-16,5,281.03,48.35,1405.1499999999999,241.75,1163.3999999999999
167,6650,1218,2023-01-01,3,294.19,39.15,882.5699999999999,117.44999999999999,765.1199999999999
168,7421,3842,2024-04-09,1,214.33,103.07,214.33,103.07,111.26000000000002
169,7140,1640,2024-06-03,4,33.74,74.41,134.96,297.64,-162.67999999999998
170,870,274,2023-06-01,2,45.5,121.15,91.0,242.3,-151.3
171,6443,2729,2023-05-05,4,135.18,73.33,540.72,293.32,247.40000000000003
172,9276,866,2023-10-22,5,299.65,54.88,1498.25,274.40000000000003,1223.85
173,974,3195,2023-06-27,1,22.68,62.65,22.68,62.65,-39.97
174,9418,4836,2023-08-03,5,265.34,83.53,1326.6999999999998,417.65,909.0499999999998
175,9995,2551,2024-07-13,3,106.36,35.17,319.08,105.51,213.57
176,1189,1191,2024-07-09,1,169.0,140.88,169.0,140.88,28.120000000000005
177,5148,1483,2024-08-24,1,112.32,70.22,112.32,70.22,42.099999999999994
178,3444,2664,2024-08-09,5,253.2,29.83,1266.0,149.14999999999998,1116.85
179,5685,1539,2023-04-02,1,191.63,40.13,191.63,40.13,151.5
180,1322,4785,2023-07-17,3,149.73,146.71,449.18999999999994,440.13,9.059999999999945
181,2024,4068,2023-03-30,4,255.86,31.69,1023.44,126.76,896.6800000000001
182,6741,2192,2023-01-10,5,277.85,40.76,1389.25,203.79999999999998,1185.45
183,5469,4579,2023-08-13,2,72.3,61.1,144.6,122.2,22.39999999999999
184,439,1147,2024-09-20,5,46.16,79.71,230.79999999999998,398.54999999999995,-167.74999999999997
185,165,2384,2023-02-12,5,225.58,50.34,1127.9,251.70000000000002,876.2
186,5679,3681,2023-08-05,4,44.27,133.76,177.08,535.04,-357.9599999999999
187,7836,333,2023-05-09,3,25.08,122.32,75.24,366.96,-291.71999999999997
188,3338,3308,2024-10-15,2,270.61,62.95,541.22,125.9,415.32000000000005
189,3351,64,2023-05-19,5,175.9,116.73,879.5,583.65,295.85
190,988,3266,2024-02-14,2,250.31,41.97,500.62,83.94,416.68
191,2530,1194,2023-10-22,3,185.0,52.45,555.0,157.35000000000002,397.65
192,4613,2012,2023-11-20,5,34.79,54.13,173.95,270.65000000000003,-96.70000000000005
193,3846,1644,2024-12-18,4,287.37,135.54,1149.48,542.16,607.32
194,5757,1824,2024-07-26,3,201.79,72.78,605.37,218.34,387.03
195,8106,3065,2023-11-11,3,40.24,40.0,120.72,120.0,0.7199999999999989
196,1327,3782,2024-04-15,1,258.66,17.19,258.66,17.19,241.47000000000003
197,8220,197,2023-10-11,1,263.62,103.23,263.62,103.23,160.39
198,6925,24,2023-12-08,2,181.66,17.93,363.32,35.86,327.46
199,4594,3327,2023-10-01,1,296.07,141.29,296.07,141.29,154.78
200,6663,577,2024-05-24,4,117.86,80.52,471.44,322.08,149.36
201,194,4887,2024-08-08,2,276.15,36.35,552.3,72.7,479.59999999999997
202,8784,592,2024-09-03,1,212.82,44.53,212.82,44.53,168.29
203,2490,2056,2024-10-08,2,267.54,79.16,535.08,158.32,376.76000000000005
204,6402,4653,2023-01-16,1,148.11,47.33,148.11,47.33,100.78000000000002
205,8305,2521,2024-05-21,5,72.24,14.08,361.2,70.4,290.79999999999995
206,9510,366,2024-09-24,5,70.3,111.27,351.5,556.35,-204.85000000000002
207,1738,4077,2023-12-25,3,54.75,137.51,164.25,412.53,-248.27999999999997
208,2062,3144,2024-01-12,4,71.37,100.1,285.48,400.4,-114.91999999999996
209,9883,2954,2024-05-07,3,109.28,80.66,327.84000000000003,241.98,85.86000000000004
210,6284,4159,2024-07-23,3,179.98,81.74,539.9399999999999,245.21999999999997,294.71999999999997
211,9587,2598,2023-05-11,3,68.66,22.63,205.98,67.89,138.08999999999997
212,6841,3349,2024-07-21,4,117.84,66.69,471.36,266.76,204.60000000000002
213,3560,1587,2024-05-30,4,167.64,92.43,670.56,369.72,300.8399999999999
214,5462,3578,2024-11-27,3,238.3,91.39,714.9000000000001,274.17,440.7300000000001
215,7600,666,2023-02-18,5,106.0,66.8,530.0,334.0,196.0
216,3884,793,2023-12-01,5,199.08,103.68,995.4000000000001,518.4000000000001,477.0
217,3252,3282,2024-04-27,2,280.78,82.4,561.56,164.8,396.75999999999993
218,5054,2512,2023-11-16,5,253.9,40.08,1269.5,200.39999999999998,1069.1
219,3015,2293,2023-02-24,2,83.61,105.63,167.22,211.26,-44.03999999999999
220,1129,2477,2023-05-25,4,288.46,95.61,1153.84,382.44,771.3999999999999
221,6866,2027,2024-01-01,5,139.55,136.83,697.75,684.1500000000001,13.599999999999909
222,6473,48,2024-12-28,3,153.07,98.2,459.21,294.6,164.60999999999996
223,7417,2062,2024-02-02,2,167.7,51.41,335.4,102.82,232.57999999999998
224,1697,2439,2024-10-09,4,33.06,38.42,132.24,153.68,-21.439999999999998
225,8325,2726,2024-12-14,4,279.8,139.26,1119.2,557.04,562.1600000000001
226,7408,3185,2023-10-16,2,187.91,56.02,375.82,112.04,263.78
227,7246,1111,2023-10-10,2,210.73,15.29,421.46,30.58,390.88
228,4666,495,2024-10-03,1,285.24,131.48,285.24,131.48,153.76000000000002
229,4221,4345,2024-07-22,1,27.7,26.69,27.7,26.69,1.009999999999998
230,7575,1649,2024-09-03,1,253.2,99.5,253.2,99.5,153.7
231,6171,3298,2023-02-17,2,171.54,95.7,343.08,191.4,151.67999999999998
232,312,3255,2023-01-23,4,41.8,65.61,167.2,262.44,-95.24000000000001
233,9978,4177,2023-02-01,4,135.17,114.95,540.68,459.8,80.87999999999994
234,5435,1965,2023-11-27,2,124.53,46.68,249.06,93.36,155.7
235,402,3859,2024-12-19,1,81.16,50.23,81.16,50.23,30.93
236,5555,3165,2023-09-12,3,42.33,100.29,126.99,300.87,-173.88
237,1597,1730,2023-06-02,1,255.82,80.81,255.82,80.81,175.01
238,122,4583,2023-07-09,4,31.35,149.65,125.4,598.6,-473.20000000000005
239,751,3684,2023-08-02,2,166.74,124.13,333.48,248.26,85.22000000000003
240,106,696,2024-04-15,2,132.25,63.71,264.5,127.42,137.07999999999998
241,6935,3809,2024-07-30,5,63.66,12.68,318.29999999999995,63.4,254.89999999999995
242,9252,4671,2024-06-17,4,123.29,146.36,493.16,585.44,-92.28000000000003
243,3239,4482,2024-06-21,3,230.65,22.41,691.95,67.23,624.72
244,1245,3455,2024-08-18,3,31.27,78.49,93.81,235.46999999999997,-141.65999999999997
245,8268,2703,2024-04-02,3,219.43,36.02,658.29,108.06,550.23
246,6866,2494,2024-02-01,5,287.93,128.62,1439.65,643.1,796.5500000000001
247,9202,1292,2023-12-07,5,79.09,77.79,395.45000000000005,388.95000000000005,6.5
248,3283,4355,2024-04-17,1,218.84,119.75,218.84,119.75,99.09
249,2276,254,2023-05-23,3,219.65,116.24,658.95,348.71999999999997,310.2300000000001
250,3809,1289,2023-11-21,3,182.66,56.99,547.98,170.97,377.01
251,8645,430,2024-02-12,2,132.4,109.01,264.8,218.02,46.78
252,766,1578,2023-04-01,3,255.45,136.13,766.3499999999999,408.39,357.9599999999999
253,4583,4810,2024-01-06,1,290.65,39.17,290.65,39.17,251.47999999999996
254,2716,1189,2023-06-22,5,59.71,37.18,298.55,185.9,112.65
255,1498,4875,2024-02-28,4,172.39,10.47,689.56,41.88,647.68
256,2839,3773,2024-05-27,4,146.34,63.08,585.36,252.32,333.04
257,6037,4379,2024-11-11,4,67.39,82.64,269.56,330.56,-61.0
258,5067,70,2023-01-26,1,115.07,82.52,115.07,82.52,32.55
259,490,3166,2024-12-16,1,132.54,129.21,132.54,129.21,3.329999999999984
260,6375,2347,2024-12-13,5,267.92,85.46,1339.6000000000001,427.29999999999995,912.3000000000002
261,1936,2019,2023-02-02,5,100.46,41.23,502.29999999999995,206.14999999999998,296.15
262,2750,2861,2023-02-09,2,20.4,41.89,40.8,83.78,-42.980000000000004
263,9296,1938,2024-01-07,1,105.7,85.93,105.7,85.93,19.769999999999996
264,7813,4914,2023-12-09,2,141.1,92.49,282.2,184.98,97.22
265,9792,3334,2023-07-05,4,224.19,144.65,896.76,578.6,318.15999999999997
266,7465,2047,2024-04-20,4,73.86,63.63,295.44,254.52,40.91999999999999
267,7778,2189,2023-10-25,4,71.45,38.05,285.8,152.2,133.60000000000002
268,8418,1254,2023-04-07,2,46.75,63.63,93.5,127.26,-33.760000000000005
269,6287,4876,2023-08-15,3,29.01,44.34,87.03,133.02,-45.99000000000001
270,9907,1737,2023-11-02,5,192.51,99.67,962.55,498.35,464.19999999999993
271,4150,303,2023-06-02,5,151.75,38.7,758.75,193.5,565.25
272,5849,3335,2024-08-19,2,213.35,68.21,426.7,136.42,290.28
273,7657,551,2024-03-12,2,127.26,101.14,254.52,202.28,52.24000000000001
274,2346,1720,2024-01-04,3,297.08,149.37,891.24,448.11,443.13
275,5550,4309,2023-04-07,4,150.44,146.09,601.76,584.36,17.399999999999977
276,6681,403,2024-11-26,2,55.9,106.87,111.8,213.74,-101.94000000000001
277,8771,3355,2024-11-01,4,204.8,59.72,819.2,238.88,580.32
278,1699,3650,2023-05-26,3,138.84,24.63,416.52,73.89,342.63
279,6985,820,2023-08-11,5,86.92,116.97,434.6,584.85,-150.25
280,6038,357,2023-09-16,2,261.47,97.51,522.94,195.02,327.9200000000001
281,5257,108,2023-04-08,3,107.47,84.63,322.40999999999997,253.89,68.51999999999998
282,6552,3413,2023-10-07,2,247.71,140.6,495.42,281.2,214.22000000000003
283,279,606,2024-02-29,1,212.64,56.13,212.64,56.13,156.51
284,1469,1858,2023-04-15,1,276.77,92.85,276.77,92.85,183.92
285,9133,3037,2023-07-22,5,29.73,64.8,148.65,324.0,-175.35
286,2319,2272,2023-10-09,4,292.7,33.77,1170.8,135.08,1035.72
287,4537,716,2024-10-27,2,64.91,138.12,129.82,276.24,-146.42000000000002
288,5348,2807,2024-04-30,3,34.61,82.87,103.83,248.61,-144.78000000000003
289,5940,1915,2023-02-10,4,70.67,87.59,282.68,350.36,-67.68
290,1784,1479,2024-11-07,2,278.73,54.9,557.46,109.8,447.66
291,6631,962,2024-02-14,4,80.37,22.1,321.48,88.4,233.08
292,3227,4968,2023-12-07,2,24.5,109.39,49.0,218.78,-169.78
293,9178,3859,2024-06-08,4,81.16,50.23,324.64,200.92,123.72
294,2820,4787,2024-11-26,2,242.5,27.83,485.0,55.66,429.34000000000003
295,3971,3922,2024-05-08,4,106.04,41.7,424.16,166.8,257.36
296,425,1218,2023-10-31,1,294.19,39.15,294.19,39.15,255.04
297,2106,557,2024-12-22,3,69.65,93.48,208.95000000000002,280.44,-71.48999999999998
298,2471,384,2024-05-23,4,175.26,83.78,701.04,335.12,365.91999999999996
299,5895,4520,2023-03-31,5,215.64,49.38,1078.1999999999998,246.9,831.2999999999998
300,3795,4486,2024-03-25,4,202.16,126.23,808.64,504.92,303.71999999999997
301,2892,3753,2024-06-12,3,136.66,56.78,409.98,170.34,239.64000000000001
302,9876,2991,2023-04-17,3,119.44,53.24,358.32,159.72,198.6
303,3148,919,2024-04-18,2,259.75,23.8,519.5,47.6,471.9
304,4052,3913,2024-02-19,5,275.98,58.46,1379.9,292.3,1087.6000000000001
305,3652,4517,2024-08-19,2,258.1,137.16,516.2,274.32,241.88000000000005
306,7902,4794,2023-08-23,1,100.88,55.04,100.88,55.04,45.839999999999996
307,1175,2965,2024-12-16,1,111.87,42.27,111.87,42.27,69.6
308,2950,2971,2024-03-29,1,35.63,83.24,35.63,83.24,-47.60999999999999
309,8629,3623,2023-01-15,5,191.65,75.49,958.25,377.45,580.8
310,6117,1758,2024-06-20,5,261.12,108.55,1305.6,542.75,762.8499999999999
311,235,3100,2023-12-17,5,255.16,126.45,1275.8,632.25,643.55
312,7913,852,2023-06-27,4,223.64,135.26,894.56,541.04,353.52
313,4771,2223,2024-03-30,3,288.52,104.79,865.56,314.37,551.1899999999999
314,5129,559,2024-08-27,1,129.97,11.03,129.97,11.03,118.94
315,4857,4582,2024-04-24,3,156.51,75.07,469.53,225.20999999999998,244.32
316,8160,3460,2024-06-22,3,259.58,98.69,778.74,296.07,482.67
317,2475,3261,2023-09-21,3,208.34,15.71,625.02,47.13,577.89
318,227,3580,2024-03-28,1,217.83,36.85,217.83,36.85,180.98000000000002
319,6161,2653,2024-08-06,2,83.6,35.15,167.2,70.3,96.89999999999999
320,4802,3675,2023-10-15,2,107.35,139.61,214.7,279.22,-64.52000000000004
321,5358,2561,2023-01-06,4,262.99,129.34,1051.96,517.36,534.6
322,7549,2083,2024-10-29,4,288.34,84.97,1153.36,339.88,813.4799999999999
323,3996,2040,2024-06-14,2,68.59,67.89,137.18,135.78,1.4000000000000057
324,1411,100,2023-04-28,2,45.73,92.07,91.46,184.14,-92.67999999999999
325,4765,1669,2024-04-24,1,68.22,77.12,68.22,77.12,-8.900000000000006
326,1338,3308,2023-10-27,1,270.61,62.95,270.61,62.95,207.66000000000003
327,5421,4768,2024-08-15,3,274.16,145.98,822.48,437.93999999999994,384.5400000000001
328,118,1959,2024-08-22,2,27.92,32.16,55.84,64.32,-8.47999999999999
329,1869,4845,2024-04-03,2,178.31,72.15,356.62,144.3,212.32
330,2098,2655,2024-10-13,5,128.52,89.11,642.6,445.55,197.05
331,1814,2088,2023-03-30,4,77.47,16.27,309.88,65.08,244.8
332,9780,1260,2024-07-04,3,112.35,83.82,337.04999999999995,251.45999999999998,85.58999999999997
333,8735,4906,2024-12-12,4,218.11,76.9,872.44,307.6,564.84
334,2375,74,2023-08-07,5,291.47,71.98,1457.3500000000001,359.90000000000003,1097.45
335,1527,2952,2023-11-24,5,203.07,17.55,1015.3499999999999,87.75,927.5999999999999
336,7088,4955,2024-08-24,5,199.47,132.8,997.35,664.0,333.35
337,9462,2077,2023-06-13,3,183.78,60.1,551.34,180.3,371.04
338,8794,3095,2023-01-17,5,207.58,111.48,1037.9,557.4,480.5000000000001
339,3615,4612,2023-10-07,5,74.82,37.39,374.09999999999997,186.95,187.14999999999998
340,2150,2292,2024-08-21,2,216.52,24.77,433.04,49.54,383.5
341,3302,4642,2024-06-10,2,222.92,76.07,445.84,152.14,293.7
342,8580,617,2023-10-23,2,161.68,81.69,323.36,163.38,159.98000000000002
343,3681,3750,2024-08-23,5,187.49,58.43,937.45,292.15,645.3000000000001
344,9795,1853,2023-02-09,5,116.71,33.06,583.55,165.3,418.24999999999994
345,3283,4123,2023-03-10,1,129.8,73.21,129.8,73.21,56.59000000000002
