review_id,product_id,rating,review_date
507,2929,4,2023-10-07
508,4063,1,2024-07-20
509,213,2,2023-12-10
510,3662,1,2024-02-25
511,174,3,2024-08-07
512,2251,3,2023-10-28
513,2361,2,2024-05-29
514,3700,3,2023-04-05
515,8,5,2024-02-09
516,382,4,2024-12-31
517,959,3,2024-08-11
518,4870,1,2023-11-03
519,2581,4,2024-01-09
520,2750,3,2023-10-01
521,4174,1,2024-08-13
522,1806,5,2023-07-11
523,4712,2,2024-09-13
524,3216,3,2024-07-27
525,4919,2,2023-02-02
526,1109,1,2023-12-08
527,699,4,2024-02-13
528,3007,2,2023-06-06
529,4734,1,2024-09-15
530,490,1,2023-02-12
531,1379,4,2024-01-22
532,3140,2,2024-03-10
533,3249,5,2024-08-28
534,3305,1,2023-12-27
535,1680,1,2023-10-19
536,78,1,2024-12-12
537,4680,3,2023-03-25
538,1141,1,2024-05-05
539,1221,2,2023-06-24
540,4852,4,2023-11-23
541,2516,5,2024-05-13
542,2345,4,2024-08-11
543,3052,3,2024-07-24
544,4721,5,2023-04-14
545,2085,3,2023-12-11
546,1672,3,2024-05-14
547,1954,2,2024-08-05
548,4903,5,2023-10-12
549,3341,5,2024-10-04
550,3136,2,2023-09-17
551,1915,4,2024-01-12
552,2538,3,2023-05-22
553,756,1,2023-11-03
554,1375,1,2024-08-10
555,4176,5,2024-06-28
556,1810,5,2023-12-25
557,807,1,2024-06-28
558,2123,5,2023-06-02
559,3274,1,2024-06-25
560,3544,3,2024-10-30
561,496,4,2023-10-18
562,3070,3,2023-05-04
563,868,3,2024-08-01
564,4945,5,2023-09-08
565,61,1,2023-11-30
566,302,1,2023-05-20
567,4780,2,2024-01-26
568,1169,2,2024-04-18
569,774,1,2024-06-23
570,681,1,2024-04-12
571,4203,2,2023-08-24
572,1502,5,2024-11-10
573,4207,5,2024-11-04
574,2038,5,2024-02-14
575,3757,2,2024-06-14
576,884,2,2024-04-22
577,1636,2,2023-12-02
578,1930,4,2023-01-01
579,3672,4,2023-06-13
580,2380,4,2024-01-25
581,3144,3,2023-05-31
582,346,2,2023-06-08
583,1847,4,2024-08-20
584,1458,2,2023-06-26
585,4341,4,2024-08-15
586,4686,1,2023-02-21
587,1473,2,2024-09-24
588,4401,1,2024-01-04
589,3761,1,2024-07-15
590,3457,4,2023-06-13
591,37,2,2023-11-23
592,2522,3,2023-05-09
593,2875,3,2023-01-03
594,4467,2,2023-04-13
595,3687,4,2023-08-20
596,5000,3,2023-10-13
597,4458,3,2023-04-14
598,1657,2,2023-04-07
599,2168,2,2024-07-12
600,2502,4,2023-10-23
601,4110,5,2023-03-09
602,918,2,2023-03-19
603,3212,2,2023-07-30
604,1260,3,2024-10-16
605,2155,1,2023-05-12
606,3544,4,2024-03-04
607,830,3,2024-05-06
608,3951,4,2024-09-14
609,1929,5,2024-02-29
610,1720,1,2023-09-20
611,1112,4,2024-04-10
612,1470,3,2024-12-27
613,4303,4,2023-01-05
614,124,2,2024-07-14
615,610,4,2024-12-15
616,791,1,2024-10-24
617,3739,4,2023-03-14
618,3050,1,2024-01-08
619,3485,2,2023-06-18
620,156,1,2024-08-14
621,4261,1,2023-03-24
622,2553,1,2024-02-15
623,140,4,2023-10-06
624,2865,2,2024-03-07
625,4305,3,2024-11-25
626,1224,4,2023-05-21
627,916,1,2023-01-20
628,1513,4,2023-01-30
629,4654,2,2023-01-12
630,304,4,2024-11-29
631,2599,5,2024-07-25
632,3362,2,2024-08-09
633,181,1,2023-08-07
634,1665,4,2024-06-21
635,165,4,2023-12-08
636,4807,4,2024-01-09
637,1114,1,2024-10-25
638,4489,5,2024-02-08
639,2781,3,2024-06-12
640,4233,3,2024-05-20
641,3807,1,2024-04-08
642,1133,5,2023-01-16
643,4796,2,2024-09-11
644,4613,4,2024-03-16
645,2608,3,2023-04-20
646,151,2,2024-10-21
647,1240,4,2024-02-26
648,2385,3,2024-04-29
649,2162,2,2024-03-23
650,58,1,2024-06-18
651,2889,4,2024-09-10
652,2863,4,2023-09-17
653,4820,3,2024-07-17
654,4504,4,2024-06-23
655,776,4,2024-04-15
656,3223,4,2024-10-12
657,1626,1,2023-08-15
658,3925,3,2023-03-28
659,1116,5,2023-12-11
660,1640,1,2024-10-18
661,4563,2,2024-06-07
662,3520,1,2024-10-13
663,3660,1,2023-04-14
664,3401,2,2024-07-17
665,4769,2,2024-01-10
666,4917,2,2024-05-20
667,3839,5,2024-02-11
668,72,2,2023-03-05
669,2356,1,2023-03-15
670,2987,5,2024-03-18
671,2132,5,2023-04-08
672,4914,2,2024-04-16
673,2729,2,2024-04-21
674,722,3,2023-02-24
675,1807,5,2023-06-04
676,3514,5,2023-10-02
677,2951,5,2023-02-03
678,3929,2,2024-09-30
679,4805,2,2023-06-02
680,2821,5,2024-08-23
681,1452,5,2023-07-10
682,2748,4,2023-12-28
683,821,5,2023-07-13
684,4789,2,2023-08-08
685,2423,4,2024-07-06
686,2169,2,2024-09-06
687,2499,1,2024-01-10
688,3641,3,2024-01-22
689,4708,1,2024-01-04
690,4523,1,2023-03-04
691,2998,1,2023-12-01
692,3665,1,2024-05-01
693,2577,4,2023-03-22
694,1666,1,2024-05-15
695,1851,5,2024-12-17
696,975,3,2024-10-26
697,3939,2,2023-05-17
698,587,5,2023-11-01
699,3244,4,2024-07-23
700,4909,2,2023-04-07
701,530,1,2024-10-26
702,1274,2,2024-10-29
703,4512,5,2023-01-03
704,1230,5,2023-07-18
705,700,1,2024-07-23
706,279,4,2024-08-29
707,2162,3,2024-01-14
708,4610,2,2023-01-09
709,3976,2,2024-03-18
710,4045,3,2023-06-06
711,3,3,2023-09-08
712,3539,2,2023-10-26
713,2742,1,2023-05-15
714,1039,1,2023-11-04
715,1111,2,2024-03-11
716,2465,3,2023-05-30
717,3211,1,2023-08-31
718,3518,1,2023-03-19
719,3202,5,2024-12-31
720,1939,1,2024-11-10
721,1354,1,2024-04-10
722,1995,2,2024-05-13
723,124,3,2023-02-07
724,3661,4,2024-06-13
725,569,1,2023-11-07
726,3709,2,2023-03-03
727,254,5,2024-11-24
728,2954,1,2023-04-17
729,1568,3,2024-03-23
730,633,5,2023-05-22
731,3570,4,2024-03-20
732,2687,1,2023-11-26
733,2892,5,2023-04-04
734,4090,1,2023-01-24
735,3520,2,2024-02-28
736,2227,5,2024-10-17
737,1863,5,2024-06-03
738,4825,4,2023-11-08
739,2034,4,2023-07-20
740,4385,3,2024-08-04
741,2184,5,2023-09-20
742,3524,5,2024-08-31
743,2603,3,2023-01-04
744,2810,5,2023-04-25
745,4706,2,2023-04-06
746,354,2,2023-09-25
747,2501,2,2024-02-23
748,3298,1,2024-10-14
749,2935,3,2023-01-28
750,898,3,2023-10-03
751,1918,2,2023-12-16
752,4353,4,2023-07-31
753,1500,2,2024-04-04
754,4230,5,2024-07-20
755,612,5,2023-04-04
756,1874,5,2024-05-11
757,3775,1,2023-04-01
758,420,5,2024-07-21
759,4022,3,2023-05-13
760,3210,5,2024-02-13
761,2004,3,2024-07-22
762,985,2,2023-02-16
763,3062,1,2023-09-18
764,1323,5,2024-01-08
765,3053,3,2023-05-09
766,4581,2,2023-08-11
767,3148,5,2023-09-06
768,690,3,2024-07-22
769,4256,1,2024-04-29
770,4463,1,2024-12-01
771,4326,1,2023-06-18
772,1513,4,2023-12-19
773,1364,5,2024-07-16
774,4821,1,2024-04-08
775,1623,1,2024-07-03
776,4782,2,2024-01-23
777,2562,3,2023-02-10
778,1226,3,2023-08-28
779,209,5,2024-12-23
780,3517,2,2023-01-24
781,4398,1,2023-06-19
782,4248,1,2023-11-23
783,1053,1,2024-02-24
784,2737,3,2024-03-07
785,534,3,2023-01-14
786,534,4,2024-01-08
787,3818,5,2023-06-12
788,3279,3,2024-02-24
789,3075,5,2023-08-08
790,4083,4,2023-12-19
791,1090,4,2023-06-26
792,746,1,2023-05-27
793,1422,2,2023-07-15
794,2965,2,2023-08-29
795,3432,4,2023-10-06
796,3228,5,2024-07-13
797,1240,5,2023-08-12
798,344,5,2023-07-27
799,3921,2,2024-03-27
800,1816,5,2023-05-06
801,4703,3,2023-04-13
802,311,2,2023-12-05
803,830,3,2024-07-21
804,1805,1,2023-09-12
805,654,4,2023-03-23
806,115,3,2024-09-17
807,4485,2,2024-06-20
808,831,2,2024-11-01
809,244,4,2024-01-10
810,78,1,2023-02-04
811,1411,5,2024-07-14
812,495,1,2024-11-03
813,3602,2,2024-07-01
814,3258,5,2024-08-11
815,4297,3,2024-09-18
816,4590,5,2024-03-26
817,3587,2,2023-12-08
818,4210,4,2024-12-08
819,4789,5,2023-05-23
820,3212,5,2024-01-26
821,1339,5,2024-09-03
822,1593,1,2023-11-15
823,3809,1,2023-02-19
824,3530,3,2023-03-07
825,3593,2,2023-06-07
826,35,4,2024-11-28
827,1697,4,2023-08-25
828,2042,4,2023-06-20
829,4443,1,2024-08-07
830,1012,1,2023-06-02
831,623,4,2023-02-02
832,286,5,2024-10-02
833,2987,1,2023-12-08
834,4061,3,2023-02-10
835,1952,2,2024-03-18
836,4365,5,2024-05-05
837,4488,4,2024-01-01
838,2407,3,2024-11-08
839,2049,2,2024-06-02
840,2796,2,2024-09-09
841,3984,2,2024-06-08
842,613,5,2024-06-22
843,1820,5,2023-05-29
844,3461,1,2024-09-06
845,3072,2,2024-06-21
846,536,2,2023-11-09
847,375,2,2024-05-24
848,1241,5,2024-02-24
849,2088,5,2023-08-10
850,4060,4,2024-06-14
851,392,1,2023-06-21
852,2469,5,2024-03-01
853,4551,2,2023-10-12
854,601,2,2024-02-08
855,139,5,2024-07-01
856,1188,3,2024-08-19
857,1115,4,2024-04-14
858,1026,5,2023-12-27
859,1643,1,2023-08-21
860,4171,3,2024-05-09
861,3594,2,2023-05-21
862,4593,1,2024-09-08
863,207,3,2023-03-03
864,2272,4,2023-02-27
865,4724,1,2024-05-31
866,1568,1,2023-02-18
867,1395,4,2023-05-09
868,2026,3,2023-09-13
869,3051,5,2024-06-07
870,1206,3,2024-11-24
871,3706,5,2023-09-02
872,2073,1,2024-05-15
873,3712,5,2024-02-06
874,4555,1,2024-09-06
875,2323,3,2024-03-27
876,4594,2,2024-10-29
877,504,4,2023-10-06
878,2871,4,2024-04-01
879,4596,5,2024-11-28
880,1856,3,2024-03-08
881,286,4,2024-09-03
882,340,3,2023-04-15
883,637,1,2024-09-09
884,2771,5,2023-12-17
885,4824,1,2024-10-18
886,3706,4,2023-07-31
887,2997,5,2023-11-25
888,2378,3,2024-01-24
889,1757,4,2024-07-25
890,2644,4,2024-08-30
891,3099,2,2023-01-11
892,171,3,2023-02-01
893,3052,3,2024-11-08
894,4545,2,2023-08-29
895,2506,5,2023-05-30
896,98,2,2024-07-11
897,1024,4,2023-12-25
898,276,5,2023-07-23
899,3787,3,2024-10-01
900,2438,4,2023-10-30
901,989,5,2024-07-26
902,3954,1,2024-02-08
903,4143,4,2024-09-04
904,1610,1,2023-06-06
905,2560,2,2023-02-26
906,40,4,2023-04-01
907,1819,3,2023-05-10
908,1799,5,2024-07-04
909,4145,1,2023-12-22
910,1546,3,2023-01-21
911,2484,2,2023-04-13
912,2084,3,2023-06-27
913,3565,4,2024-08-02
914,160,3,2024-05-14
915,511,2,2023-11-17
916,3019,1,2023-06-24
917,1575,4,2024-04-18
918,231,4,2023-05-04
919,2223,3,2023-01-10
920,870,1,2023-12-22
921,1363,3,2023-09-24
922,195,2,2023-10-22
923,1849,2,2024-05-13
924,168,3,2024-05-17
925,688,5,2024-02-15
926,1354,1,2024-01-27
927,3946,3,2023-10-26
928,3108,5,2024-07-21
929,1544,5,2024-01-07
930,2975,4,2024-02-17
931,3145,1,2023-06-26
932,4132,4,2024-07-23
933,3697,3,2023-04-16
934,2926,4,2024-12-17
935,2209,1,2023-03-12
936,1855,3,2024-02-05
937,970,1,2024-04-15
938,2270,2,2024-04-17
939,472,4,2024-11-21
940,790,5,2023-03-16
941,2469,1,2023-02-09
942,3686,5,2024-12-11
943,209,2,2024-03-27
944,1912,3,2024-07-09
945,1942,1,2024-01-24
946,383,4,2023-12-26
947,4438,2,2024-11-14
948,3461,3,2024-11-14
949,4663,3,2024-09-14
950,736,2,2023-12-13
951,2816,3,2023-04-21
952,1088,1,2023-09-10
953,808,3,2024-06-09
954,1743,4,2024-01-19
955,4437,5,2023-11-15
956,3210,2,2024-11-03
957,3097,1,2024-09-27
958,2184,2,2024-05-22
959,4666,2,2024-07-25
960,1920,5,2023-07-13
961,1625,4,2023-06-15
962,2387,3,2024-05-09
963,2984,5,2024-01-16
964,4418,4,2023-07-05
965,3149,1,2023-11-09
966,2448,1,2023-11-02
967,4492,3,2024-05-29
968,2368,3,2023-09-29
969,2262,2,2024-08-13
970,3048,3,2024-01-01
971,1641,1,2023-03-12
972,2696,4,2024-11-11
973,3844,1,2023-06-08
974,1149,5,2024-08-14
975,1342,3,2023-11-14
976,614,2,2024-07-26
977,3274,4,2023-07-10
978,2615,1,2024-02-12
979,856,1,2023-05-10
980,1079,3,2024-01-09
981,2451,2,2023-08-24
982,436,3,2024-01-11
983,3265,1,2023-12-26
984,2314,4,2023-02-21
985,3153,1,2023-07-09
986,3510,5,2024-08-24
987,3338,2,2023-09-16
988,3356,4,2024-08-22
989,79,5,2024-11-14
990,1830,5,2024-06-24
991,3225,2,2023-12-14
992,4456,3,2023-10-12
993,963,2,2024-12-30
994,1503,2,2023-01-29
995,3923,4,2023-09-17
996,450,4,2023-12-13
997,2704,2,2023-02-13
998,1430,1,2023-05-23
999,3232,1,2023-03-30
1000,3186,5,2024-11-19
1001,3760,2,2024-12-20
1002,918,4,2024-06-05
1003,2709,2,2023-06-13
1004,2010,1,2024-01-03
1005,393,5,2023-06-05
1006,2720,1,2024-10-01
1007,2766,1,2024-12-07
1008,3570,1,2024-01-21
1009,567,3,2023-10-26
1010,3332,4,2023-08-08
1011,1735,5,2023-04-04
1012,3613,4,2023-07-12
